"LSOA11CD","imdscore","imdrank"
"E01007396",22.137,12650
"E01007397",32.476,7127
"E01007398",22.479,12408
"E01007399",12.339,21410
"E01007424",14.415,19217
"E01007388",18.449,15506
"E01007393",24.473,11164
"E01007394",39.313,4714
"E01007456",14.088,19537
"E01007457",29.01,8694
"E01007389",11.808,22020
"E01007390",21.701,12945
"E01007391",33.984,6527
"E01007392",37.024,5437
"E01007395",41.426,4085
"E01019144",19.004,15046
"E01019145",15.317,18311
"E01019146",15.405,18235
"E01019147",22.184,12620
"E01019148",11.06,22943
"E01019149",18.628,15367
"E01019150",25.061,10829
"E01019151",23.207,11911
"E01019152",17.864,16008
"E01019153",7.797,26994
"E01019154",10.693,23388
"E01019155",13.264,20397
"E01019162",7.019,27953
"E01019163",6.418,28686
"E01019156",70.872,243
"E01019159",33.905,6561
"E01019164",68.494,344
"E01019165",43.603,3521
"E01019166",38.784,4868
"E01019167",21.183,13323
"E01019168",20.762,13653
"E01019169",11.217,22751
"E01019170",18.096,15805
"E01019171",30.725,7888
"E01019161",30.612,7946
"E01019176",6.166,28976
"E01019177",38.839,4840
"E01019178",14.627,19012
"E01019179",7.183,27767
"E01019140",71.052,234
"E01019160",46.897,2800
"E01019172",43.993,3421
"E01019173",39.651,4606
"E01019174",48.699,2477
"E01019175",39.238,4741
"E01019141",64.183,594
"E01019142",66.221,468
"E01019143",74.555,122
"E01019157",58.355,1085
"E01019158",56.291,1305
"E01019180",16.082,17558
"E01019182",18.994,15056
"E01019184",30.309,8096
"E01033160",40.183,4457
"E01019138",40.31,4426
"E01019139",70.731,246
"E01019185",10.942,23074
"E01019186",23.162,11939
"E01019187",27.479,9471
"E01021237",4.871,30425
"E01021238",6.309,28799
"E01021242",4.776,30519
"E01021250",4.124,31160
"E01021251",4.557,30741
"E01021245",29.828,8313
"E01021246",3.86,31418
"E01021248",4.801,30492
"E01021249",2.368,32467
"E01021252",5.059,30244
"E01021239",1.958,32638
"E01021240",6.431,28665
"E01021241",19.821,14405
"E01021243",2.126,32580
"E01021247",4.03,31253
"E01021244",3.481,31750
"E01021253",3.859,31419
"E01021255",7.211,27734
"E01021256",5.685,29543
"E01021258",17.312,16487
"E01021334",14.37,19265
"E01021336",13.25,20407
"E01021338",17.533,16296
"E01021339",28.28,9029
"E01021264",12.132,21637
"E01021329",21.384,13181
"E01021330",12.626,21092
"E01021332",9.61,24699
"E01021333",9.071,25359
"E01021335",6.97,28010
"E01021337",9.877,24375
"E01021340",9.472,24856
"E01021341",8.376,26271
"E01021345",4.383,30906
"E01021331",14.057,19575
"E01021342",26.236,10159
"E01021343",15,18641
"E01021344",13.855,19776
"E01021346",7.601,27244
"E01021254",10.602,23490
"E01021257",8.561,26034
"E01021259",6.953,28034
"E01021260",24.533,11119
"E01021261",18.341,15588
"E01021262",18.165,15741
"E01021263",16.145,17502
"E01021274",24.243,11291
"E01021279",34.667,6284
"E01021301",46.39,2901
"E01021303",29.435,8493
"E01021307",27.382,9521
"E01021308",15.591,18049
"E01021309",23.934,11474
"E01021312",29.516,8452
"E01021265",26.134,10213
"E01021267",27.884,9237
"E01021269",28.025,9155
"E01021270",40.55,4361
"E01021272",25.55,10552
"E01021271",55.156,1442
"E01021302",59.459,970
"E01021304",53.485,1667
"E01021305",47.673,2655
"E01021306",53.239,1697
"E01021273",32.631,7072
"E01021275",15.682,17942
"E01021276",29.152,8636
"E01021277",26.273,10135
"E01021278",35.052,6126
"E01021266",24.342,11236
"E01021268",42.857,3692
"E01021318",34.578,6317
"E01021320",32.848,6983
"E01021321",33.328,6792
"E01021286",43.527,3537
"E01021288",51.529,1959
"E01021289",32.189,7250
"E01021290",65.319,515
"E01021291",33.081,6886
"E01021287",24.025,11417
"E01021292",41.121,4187
"E01021293",25.579,10536
"E01021298",19.606,14580
"E01021319",38.627,4914
"E01021313",16.784,16936
"E01021314",42.664,3747
"E01021315",40.674,4320
"E01021316",38.425,4991
"E01021317",46.091,2956
"E01021322",38.437,4982
"E01021323",50.643,2110
"E01021324",47.025,2775
"E01021325",55.365,1420
"E01021327",40.351,4408
"E01021294",13.188,20474
"E01021295",25.878,10360
"E01021296",26.315,10110
"E01021297",18.794,15234
"E01021299",10.444,23675
"E01021280",6.638,28435
"E01021281",9.066,25365
"E01021282",10.835,23212
"E01021283",24.725,11004
"E01021284",3.77,31499
"E01021285",5.717,29497
"E01021300",32.051,7305
"E01021310",24.586,11080
"E01021311",43.402,3560
"E01021326",30.618,7942
"E01021328",30.772,7866
"E01022553",4.835,30456
"E01022554",4.746,30552
"E01022555",7.218,27722
"E01022556",19.791,14441
"E01022560",6.375,28729
"E01022493",7.026,27944
"E01022536",7.779,27024
"E01022537",1.93,32649
"E01022557",5.331,29962
"E01022558",8.824,25669
"E01022559",4.338,30956
"E01022488",19.716,14498
"E01022489",13.84,19790
"E01022499",2.237,32537
"E01022500",7.464,27417
"E01022513",11.731,22117
"E01022472",8.839,25650
"E01022473",5.392,29889
"E01022520",17.162,16615
"E01022521",2.467,32418
"E01022522",8.117,26598
"E01022490",7.833,26943
"E01022491",9.726,24542
"E01022492",7.541,27312
"E01022546",4.847,30441
"E01022547",6.138,29017
"E01022495",5.069,30231
"E01022496",6.067,29103
"E01022497",3.78,31494
"E01022498",3.561,31686
"E01022539",19.151,14921
"E01022540",26.781,9839
"E01022542",21.389,13176
"E01022543",20.113,14149
"E01032843",10.335,23800
"E01032844",15.662,17965
"E01032851",30.173,8166
"E01022470",2.48,32408
"E01022471",3.554,31697
"E01022494",7.698,27134
"E01022523",24.227,11303
"E01022524",22.301,12529
"E01022525",8.051,26675
"E01022526",13.074,20604
"E01022527",25.222,10756
"E01022566",10.04,24165
"E01022567",20.934,13520
"E01022568",23.756,11578
"E01022570",9.217,25182
"E01032840",17.559,16273
"E01032841",9.607,24705
"E01022502",10.343,23782
"E01022506",12.89,20802
"E01022507",16.086,17551
"E01032842",10.938,23080
"E01032847",26.714,9880
"E01022481",11.662,22197
"E01022482",22.452,12429
"E01022503",13.425,20246
"E01032845",10.395,23728
"E01032846",13.297,20367
"E01022484",26.19,10183
"E01022485",27.963,9186
"E01022486",16.602,17110
"E01022487",32.751,7026
"E01022569",9.529,24789
"E01022548",15.54,18104
"E01022549",26.415,10057
"E01022550",29.38,8517
"E01022551",15.117,18518
"E01022552",25.399,10640
"E01022528",3.672,31589
"E01022529",11.619,22248
"E01022530",1.959,32636
"E01022531",5.397,29883
"E01022475",5.955,29236
"E01022476",4.7,30607
"E01022480",18.072,15825
"E01022504",5.462,29795
"E01022505",3.211,31942
"E01022467",4.128,31154
"E01022468",10.322,23821
"E01022469",7.636,27204
"E01022561",11.34,22594
"E01022562",8.726,25804
"E01022515",9.365,25000
"E01022516",3.328,31852
"E01022517",3.56,31688
"E01022518",5.668,29566
"E01022519",4.018,31271
"E01022474",24.743,10995
"E01022477",11.665,22195
"E01022478",22.281,12553
"E01022479",26.427,10050
"E01022509",3.588,31667
"E01022514",11.938,21875
"E01022563",3.302,31869
"E01022564",6.816,28227
"E01022565",6.418,28685
"E01022510",4.832,30463
"E01022511",2.687,32297
"E01022512",3.984,31307
"E01032848",5.99,29197
"E01032849",7.148,27817
"E01032850",3.047,32076
"E01022532",8.61,25970
"E01022533",7.695,27140
"E01022534",4.135,31148
"E01022535",4.556,30742
"E01028000",10.509,23603
"E01028024",16.531,17178
"E01028025",33.458,6728
"E01028026",36.551,5587
"E01028027",32.01,7323
"E01028028",25.599,10525
"E01027999",10.11,24065
"E01028005",12.135,21635
"E01028031",19.552,14619
"E01028032",9.308,25075
"E01028035",10.548,23551
"E01028023",13.357,20314
"E01028034",15.207,18429
"E01028036",17.782,16079
"E01028001",64.208,590
"E01028002",20.362,13940
"E01028003",18.502,15465
"E01028004",11.298,22638
"E01028029",35.523,5943
"E01028030",29.017,8691
"E01028013",13.425,20244
"E01028014",32.957,6932
"E01028015",11.952,21859
"E01028016",16.68,17041
"E01028046",17.344,16463
"E01028047",9.327,25047
"E01028048",14.05,19579
"E01028049",19.882,14354
"E01028050",15.003,18635
"E01028008",39.651,4605
"E01028009",7.157,27801
"E01028010",7.589,27261
"E01028011",30.255,8126
"E01028012",17.414,16406
"E01028022",19.96,14275
"E01028055",52.656,1771
"E01028056",32.992,6916
"E01028058",8.62,25955
"E01028059",6.895,28111
"E01028017",26.215,10172
"E01028018",12.209,21559
"E01028019",30.677,7914
"E01028020",29.318,8546
"E01028021",11.896,21923
"E01028057",46.524,2880
"E01028065",67.686,384
"E01028066",60.931,850
"E01028068",53.898,1615
"E01028060",10.563,23535
"E01028061",8.337,26320
"E01028062",31.446,7552
"E01028067",39.737,4579
"E01028040",33.261,6814
"E01028041",25.169,10783
"E01028043",16.814,16913
"E01028063",6.553,28527
"E01028064",31.285,7625
"E01028006",14.024,19608
"E01028007",12.349,21397
"E01028033",31.183,7670
"E01028037",14.696,18947
"E01028038",22.799,12199
"E01028039",19.276,14803
"E01028051",15.092,18557
"E01028052",8.492,26118
"E01028053",38.847,4839
"E01028054",8.025,26708
"E01028042",19.808,14422
"E01028044",43.243,3596
"E01028045",25.797,10408
"E01014399",14.439,19195
"E01014400",9.756,24507
"E01014401",23.681,11636
"E01014402",13.566,20088
"E01014403",13.915,19717
"E01014404",23.028,12024
"E01014395",3.643,31624
"E01014396",10.732,23332
"E01014397",1.873,32663
"E01014398",7.66,27179
"E01014409",18.456,15501
"E01014410",1.814,32689
"E01014411",6.254,28857
"E01014477",3.675,31584
"E01014478",22.668,12287
"E01014479",4.325,30972
"E01014480",19.133,14931
"E01014465",7.068,27888
"E01014466",21.307,13233
"E01014467",6.925,28071
"E01014468",6.562,28514
"E01014370",28.329,8999
"E01014371",17.815,16048
"E01014372",18.139,15766
"E01014412",4.201,31088
"E01014413",4.242,31044
"E01014414",20.079,14186
"E01014427",10.302,23849
"E01014428",4.566,30735
"E01014429",5.134,30160
"E01014430",7.294,27623
"E01014405",4.161,31120
"E01014407",33.376,6768
"E01033080",17.98,15917
"E01014373",10.237,23916
"E01014374",8.495,26115
"E01014375",10.467,23642
"E01014376",3.187,31959
"E01014377",4.322,30976
"E01033078",8.619,25959
"E01033079",11.272,22676
"E01014461",28.346,8984
"E01014462",36.887,5488
"E01014463",46.519,2881
"E01014464",43.21,3603
"E01014380",2.718,32274
"E01014381",2.92,32163
"E01014481",6.576,28503
"E01014482",4.544,30753
"E01014483",11.326,22605
"E01014484",8.8,25693
"E01014473",6.611,28467
"E01014474",17.32,16482
"E01014475",9.312,25068
"E01014476",5.027,30272
"E01014435",5.224,30061
"E01014436",6.498,28590
"E01014437",21.187,13319
"E01014438",21.346,13206
"E01014455",17.928,15959
"E01014456",9.439,24899
"E01014457",4.98,30313
"E01014458",44.511,3304
"E01014391",9.526,24796
"E01014392",15.193,18441
"E01014452",8.71,25824
"E01014453",3.64,31625
"E01014454",2.612,32344
"E01014459",14.972,18667
"E01014460",4.102,31177
"E01014415",2.773,32249
"E01014416",8.923,25544
"E01014417",4.778,30516
"E01014387",8.858,25626
"E01014388",3.64,31626
"E01014389",4.877,30420
"E01014390",43.364,3569
"E01014431",18.593,15390
"E01014432",17.845,16027
"E01014433",21.659,12965
"E01014434",5.491,29756
"E01014385",12.2,21571
"E01014386",6.72,28330
"E01014419",10.177,23979
"E01014446",11.541,22331
"E01014447",14.916,18727
"E01014382",6.459,28637
"E01014383",8.733,25794
"E01014384",3.131,32007
"E01014418",9.424,24920
"E01014379",13.984,19650
"E01014442",8.533,26070
"E01014443",7.995,26746
"E01014444",8.568,26026
"E01014445",25.334,10682
"E01014393",2.69,32295
"E01014394",11.872,21945
"E01014439",19.886,14346
"E01014440",6.836,28191
"E01014441",7.333,27583
"E01014448",26.534,9984
"E01014449",9.082,25345
"E01014450",22.113,12672
"E01014451",17.326,16479
"E01014420",9.763,24495
"E01014421",5.859,29353
"E01014422",5.887,29321
"E01014423",11.777,22056
"E01014469",21.546,13038
"E01014470",6.704,28354
"E01014471",14.572,19060
"E01014472",9.775,24489
"E01014424",3.583,31669
"E01014425",10.266,23883
"E01014426",20.754,13657
"E01017540",14.288,19345
"E01017541",9.298,25090
"E01017544",3.345,31845
"E01017545",11.836,21987
"E01017464",12.017,21785
"E01017465",9.138,25274
"E01017503",15.464,18176
"E01017504",10.549,23550
"E01017546",7.409,27485
"E01017547",13.384,20285
"E01017478",11.479,22409
"E01017479",14.375,19259
"E01017480",10.765,23293
"E01017481",14.726,18915
"E01017528",3.56,31687
"E01017495",7.036,27925
"E01017496",8.507,26098
"E01017542",23.302,11854
"E01017543",18.177,15729
"E01033431",12.176,21589
"E01033432",12.869,20823
"E01017453",30.636,7936
"E01017454",8.191,26500
"E01017455",10.683,23394
"E01017456",4.911,30391
"E01017457",13.131,20540
"E01017458",10.848,23194
"E01017529",10.406,23717
"E01017530",4.126,31157
"E01017531",35.891,5811
"E01017532",3.782,31489
"E01017533",6.332,28780
"E01017534",4.711,30592
"E01017488",8.75,25770
"E01017489",31.736,7421
"E01017490",42.765,3713
"E01017491",11.211,22755
"E01017492",37.543,5281
"E01017493",25.973,10302
"E01017459",4.417,30867
"E01017460",4.506,30791
"E01017461",10.656,23422
"E01017462",4.242,31045
"E01017463",7.043,27916
"E01017482",23.408,11792
"E01017483",5.373,29917
"E01017484",26.82,9817
"E01017485",12.447,21282
"E01017497",20.505,13837
"E01017498",10.708,23361
"E01017499",25.679,10482
"E01017500",31.224,7647
"E01017501",32.768,7019
"E01017502",53.763,1633
"E01017524",13.141,20524
"E01017525",19.337,14762
"E01017526",8.564,26029
"E01017527",11.27,22680
"E01017466",49.525,2305
"E01017467",8.988,25471
"E01017468",8.389,26248
"E01017469",22.958,12069
"E01017470",5.728,29486
"E01017471",52.491,1807
"E01017535",22.809,12195
"E01017536",30.021,8230
"E01017537",36.852,5498
"E01017538",32.117,7282
"E01017539",34.325,6403
"E01017518",29.354,8532
"E01017519",41.512,4058
"E01017520",21.468,13110
"E01017521",22.388,12472
"E01017522",31.004,7753
"E01017523",44.925,3203
"E01017472",40.317,4421
"E01017473",25.193,10774
"E01017474",38.676,4900
"E01017475",23.854,11518
"E01017476",23.657,11650
"E01017477",60.362,900
"E01017509",39.087,4773
"E01017510",12.213,21552
"E01017511",13.025,20650
"E01017512",25.935,10321
"E01017505",22.234,12582
"E01017506",22.761,12225
"E01017507",15.938,17691
"E01017508",14.817,18825
"E01017513",14.667,18973
"E01017514",33.193,6846
"E01017515",29.691,8383
"E01017516",12.269,21487
"E01017517",14.217,19418
"E01017486",19.689,14520
"E01017487",22.129,12660
"E01017548",11.087,22907
"E01017549",7.431,27451
"E01017550",16.707,17018
"E01017551",6.13,29033
"E01017552",26.525,9989
"E01017553",4.923,30376
"E01017554",14.507,19129
"E01000466",25.838,10384
"E01000467",21.357,13195
"E01000468",21.141,13352
"E01000469",19.816,14416
"E01000416",26.393,10069
"E01000418",21.498,13088
"E01000422",39.737,4580
"E01000464",27.793,9293
"E01000465",30.198,8150
"E01000470",41.739,3992
"E01000333",28.058,9136
"E01000335",31.602,7484
"E01000336",32.856,6978
"E01000337",19.906,14325
"E01000338",18.536,15440
"E01000403",28.86,8758
"E01000404",28.312,9013
"E01000405",24.856,10945
"E01000408",21.526,13059
"E01000332",16.068,17572
"E01000402",20.623,13743
"E01000406",25.048,10838
"E01000407",16.843,16884
"E01000334",13.526,20134
"E01000417",18.508,15462
"E01000419",7.599,27246
"E01000420",10.521,23589
"E01000442",13.595,20050
"E01000437",12.799,20908
"E01000438",13.183,20479
"E01000439",24.81,10962
"E01000440",6.622,28456
"E01000441",28.137,9105
"E01000373",32.982,6921
"E01000429",41.887,3946
"E01000430",18.495,15469
"E01000431",38.79,4866
"E01000432",29.363,8530
"E01000433",37.838,5180
"E01000434",37.525,5286
"E01000356",6.759,28292
"E01000357",3.96,31322
"E01000359",5.562,29659
"E01000421",7.253,27687
"E01000450",18.466,15488
"E01000451",9.015,25437
"E01000452",6.838,28186
"E01000367",31.962,7337
"E01000368",31.216,7649
"E01000372",29.17,8629
"E01000380",24.612,11063
"E01000435",28.456,8933
"E01000353",4,31288
"E01000354",19.878,14357
"E01000355",8.503,26104
"E01000358",6.979,27999
"E01000436",6.228,28894
"E01000401",26.612,9932
"E01000453",9.422,24923
"E01000454",19.154,14917
"E01000455",6.238,28880
"E01000456",6.415,28689
"E01000325",4.976,30315
"E01000326",11.46,22437
"E01000369",13.665,19968
"E01000370",9.166,25235
"E01000371",8.793,25707
"E01000360",18.508,15461
"E01000362",11.341,22591
"E01000365",15.903,17724
"E01000366",9.89,24361
"E01000394",9.563,24750
"E01000388",11.481,22407
"E01000392",27.367,9530
"E01000409",6.534,28554
"E01000411",9.515,24808
"E01000414",14.132,19500
"E01000415",5.985,29203
"E01000327",8.152,26556
"E01000328",9.397,24964
"E01000329",17.024,16736
"E01000330",16.283,17393
"E01000331",25.457,10606
"E01000340",12.549,21152
"E01000395",6.092,29078
"E01000396",7.359,27547
"E01000410",6.698,28364
"E01000412",10.642,23442
"E01000413",12.276,21480
"E01000374",38.372,5012
"E01000375",20.599,13759
"E01000376",13.044,20629
"E01000377",11.798,22036
"E01000378",21.549,13034
"E01000379",19.61,14573
"E01000348",4.443,30845
"E01000349",6.358,28749
"E01000361",11.633,22228
"E01000363",7.433,27447
"E01000389",12.042,21752
"E01000390",9.952,24289
"E01000393",9.098,25324
"E01000346",7.755,27053
"E01000347",12.505,21205
"E01000350",7.402,27494
"E01000352",15.181,18461
"E01000391",13.32,20349
"E01000341",7.882,26889
"E01000342",8.396,26236
"E01000343",8.849,25638
"E01000345",5.271,30014
"E01000460",3.245,31910
"E01000364",11.34,22592
"E01000444",5.789,29413
"E01000447",10.531,23573
"E01000448",2.704,32286
"E01000449",5.549,29679
"E01000351",6.216,28910
"E01000443",18.916,15127
"E01000445",5.063,30239
"E01000446",5.996,29192
"E01000461",6.602,28480
"E01000339",13.425,20245
"E01000344",5.809,29395
"E01000423",3.691,31569
"E01000425",5.626,29603
"E01000463",4.632,30668
"E01000424",8.308,26346
"E01000426",8.693,25842
"E01000427",12.393,21346
"E01000457",11.53,22343
"E01000462",12.827,20871
"E01000382",5.814,29390
"E01000384",11.435,22480
"E01000387",11.281,22661
"E01000428",24.498,11145
"E01000458",5.079,30217
"E01000459",13.656,19978
"E01000381",26.782,9838
"E01000383",19.849,14388
"E01000385",30.212,8145
"E01000386",35.975,5780
"E01000398",20.751,13660
"E01000399",10.159,24007
"E01000400",12.989,20683
"E01032566",25.286,10716
"E01009417",11.609,22255
"E01009418",19.502,14654
"E01009419",15.603,18033
"E01009433",5.759,29446
"E01009415",4.608,30694
"E01009422",7.269,27657
"E01009423",23.683,11631
"E01009425",10.809,23245
"E01009416",6.822,28212
"E01009420",7.74,27070
"E01009426",3.363,31832
"E01009429",3.277,31891
"E01009431",4.866,30431
"E01009421",4.126,31155
"E01009424",12.423,21313
"E01009427",12.654,21060
"E01009428",3.512,31729
"E01009430",8.292,26367
"E01009468",10.391,23733
"E01009445",40.317,4422
"E01009446",13.575,20070
"E01009447",18.518,15452
"E01009448",31.378,7581
"E01009452",15.307,18325
"E01009455",33.939,6549
"E01009432",19.089,14971
"E01009435",6.393,28712
"E01009437",9.098,25325
"E01009444",4.003,31284
"E01009454",9.558,24758
"E01009221",28.604,8871
"E01009464",10.704,23367
"E01009465",10.683,23393
"E01009467",15.462,18177
"E01009220",29.694,8380
"E01009222",50.388,2159
"E01009224",22.951,12073
"E01009233",43.486,3539
"E01009449",19.894,14338
"E01009451",21.916,12799
"E01009453",12.575,21130
"E01009466",8.081,26646
"E01009471",10.291,23860
"E01009135",18.707,15301
"E01009469",7.515,27341
"E01009470",4.601,30700
"E01009472",7.427,27457
"E01009473",15.504,18139
"E01009474",12.741,20969
"E01009127",62.777,705
"E01009128",58.217,1097
"E01009130",61.369,801
"E01009131",58.959,1023
"E01009133",66.174,473
"E01009134",59.335,980
"E01009137",51.581,1950
"E01009434",8.392,26244
"E01009436",3.103,32026
"E01009438",7.409,27484
"E01009440",9.936,24311
"E01009450",12.741,20970
"E01009223",23.696,11622
"E01009225",36.962,5458
"E01009227",20.321,13969
"E01009228",25.124,10804
"E01009121",39.537,4638
"E01009122",56.664,1268
"E01009129",67.573,390
"E01009132",55.483,1407
"E01009136",53.404,1679
"E01009457",5.488,29759
"E01009459",7.92,26841
"E01009461",5.377,29908
"E01009463",8.402,26227
"E01009235",18.763,15259
"E01009243",22.889,12129
"E01009245",21.195,13311
"E01009246",18.769,15256
"E01009247",19.746,14474
"E01009226",26.328,10101
"E01009229",22.903,12117
"E01009230",20.094,14163
"E01009231",21.901,12812
"E01009001",27.523,9446
